"","study_id","author","title","pub_year","journal","citation","pub_type","design_other","country","region","setting","program","objective","iecriteria","intervention","comparator","study_comments","studyn","effect","kp_msm","kp_pwid","kp_pregwomen","kp_tb","kp_infants","kp_children","kp_orphans","kp_street","kp_adolescents","kp_csw","kp_disabled","kp_prisoners","kp_migrants","kp_comments","sufa_id","study_complete","exclude","exclude_reason","pmtct","study_design_number","study_design","proc_id","initials","cas_testing","cas_linkage","cas_staging","cas_initiation","cas_retonelig","cas_retonart","cas_adherence","cas_comments","behav_target","behav_mediator","behav_target_desc","imp_target","imp_target_c","imp_target_o","imp_target_m","imp_target_comment","imp_action","imp_action_desc","imp_actor","imp_dose","imp_temporality","imp_measure","imp_meas_feasible","imp_meas_accept","imp_meas_adopt","imp_meas_fidelity","imp_meas_cost","imp_meas_sustain","imp_meas_comment","imp_outcome","imp_outcome_c","imp_outcome_o","imp_outcome_m","imp_outcome_b","imp_outcome_comment","intervention_name","interv_name_text","proc_complete","behav_level_number","behav_level","intervention_type_number","intervention_type"
"122",469,"Kim"," Evaluation of a quality improvement intervention to prevent mother-to-child transmission of HIV (PMTCT) at Zambia defence force facilities",2013," BMC Health Serv Res",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",470,"Kipp"," Results of a community-based antiretroviral treatment program for HIV-1 infection in Western Uganda",2010," Curr HIV Res",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",471,"Kipp"," Comparing antiretroviral treatment outcomes between a prospective community-based and hospital-based cohort of HIV patients in rural Uganda",2011," BMC Int Health Hum Rights",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",472,"Kiweewa"," Noninferiority of a task-shifting HIV care and treatment model using peer counselors and nurses among Ugandan women initiated on ART: evidence from a randomized trial",2013," J Acquir Immune Defic Syndr",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",473,"Kliner"," Using no-cost mobile phone reminders to improve attendance for HIV test results: a pilot study in rural Swaziland",2013," Infect Dis Poverty",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",474,"Koenig"," Randomized controlled trial of an intervention to prevent adherence failure among HIV-infected patients initiating antiretroviral therapy",2008," Health psychology",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",475,"Kumarasamy"," A randomised control trial of structured interrupted generic antiretroviral therapy versus continuous therapy in HIV-infected individuals in Southern India",2007," AIDS Care",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",476,"Kunutsor"," Improving adherence to antiretroviral therapy in sub-Saharan African HIV-positive populations: an enhanced adherence package",2012," AIDS Care",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",477,"Lambdin"," Integration of HIV care and treatment in primary health care centers and patient retention in central Mozambique: a retrospective cohort study",2013," J Acquir Immune Defic Syndr",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",478,"Laurent"," Monitoring of HIV viral loads, CD4 cell counts, and clinical assessments versus clinical monitoring alone for antiretroviral therapy in rural district hospitals in Cameroon (Stratall ANRS 12110/ESTHER): a randomised non-inferiority trial",2011," The Lancet infectious diseases",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",479,"Louwagie"," Missed opportunities for accessing HIV care among Tshwane tuberculosis patients under different models of care",2012," Int J Tuberc Lung Dis",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",480,"Maduka"," Adherence counseling and reminder text messages improve uptake of antiretroviral therapy in a tertiary hospital in Nigeria",2013," Niger J Clin Pract",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",482,"Mansoor"," Medicines information and adherence in HIV/AIDS patients",2006," Journal of clinical pharmacy and therapeutics",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",483,"McCollum"," Superior uptake and outcomes of early infant diagnosis of HIV services at an immunization clinic versus an ""under-five"" general pediatric clinic in Malawi",2012," J Acquir Immune Defic Syndr",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",484,"McCollum"," Task shifting routine inpatient pediatric HIV testing improves program outcomes in urban Malawi: a retrospective observational study",2010," PLoS One",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",485,"McGuire"," Task-sharing of HIV care and ART initiation: evaluation of a mixed-care non-physician provider model for ART delivery in rural Malawi",2013," PLoS One",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",486,"Mermin"," Utility of routine viral load, CD4 cell count, and clinical monitoring among adults with HIV receiving antiretroviral therapy in Uganda: randomised trial",2011," BMJ",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",487,"Motswagole"," The efficacy of micronutrient-fortified sorghum meal in improving the immune status of HIV-positive adults",2013," Annals of Nutrition and Metabolism",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",488,"Mugyenyi"," Routine versus clinically driven laboratory monitoring of HIV antiretroviral therapy in Africa (DART): a randomised non-inferiority trial",2010," Lancet",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",489,"Nanteza"," A randomized trial of punctuated antiretroviral therapy in Ugandan HIV-seropositive adults with pulmonary tuberculosis and CD4? T-cell counts of ? 350 cells/?L",2011," The Journal of infectious diseases",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",490,"Ngidi"," Using a campaign approach among health workers to increase access to antiretroviral therapy for pregnant HIV-infected women in South Africa",2013," J Acquir Immune Defic Syndr",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",491,"Ngo"," Peer-based education and the integration of HIV and Sexual and Reproductive Health services for young people in Vietnam: evidence from a project evaluation",2013," PLoS One",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",492,"Nyasulu"," NIMART rollout to primary healthcare facilities increases access to antiretrovirals in Johannesburg: an interrupted time series analysis",2013," S Afr Med J",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",493,"Pensi"," Simultaneous HAART improves survival in children coinfected with HIV and TB",2012," Trop Med Int Health",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",494,"Pope"," A cluster-randomized trial of provider-initiated (opt-out) HIV counseling and testing of tuberculosis patients in South Africa",2008," J Acquir Immune Defic Syndr",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",495,"Reynolds"," A randomized, controlled, trial of short cycle intermittent compared to continuous antiretroviral therapy for the treatment of HIV infection in Uganda",2010," PLoS One",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",496,"Rosen"," The outcomes and outpatient costs of different models of antiretroviral treatment delivery in South Africa",2008," Trop Med Int Health",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",497,"Sabin"," Using electronic drug monitor feedback to improve adherence to antiretroviral therapy among HIV-positive patients in China",2010," AIDS and behavior",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",498,"Schulz"," A comparative study of tuberculosis patients initiated on ART and receiving different models of TB-HIV care",2013," Int J Tuberc Lung Dis",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",499,"Seidenberg"," Early infant diagnosis of HIV infection in Zambia through mobile phone texting of blood test results",2012," Bull World Health Organ",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",500,"Siedner"," Rethinking the ""pre"" in pre-therapy counseling: no benefit of additional visits prior to therapy on adherence or viremia in Ugandans initiating ARVs",2012," PLoS One",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,52,1,0,0,0,1,0,0,1,"adherence and time to initiation.  Note, could not measure failure to initiate because study included only those who actually did initiate.",1,0,"medication adherence",1,1,1,0,"C - patient skills and knowledge; O - decreasing required number of visits visits increases opportunity",1,"elimination of additional clinic visits for adherence counseling prior to ART initiation visit.",1,0,1,1,0,0,1,0,0,0,NA,0,0,0,0,1,NA,1,"expedited pre-ART counseling",TRUE,2,"Individuals - patients","1;10",NA
"153",501,"Simoni"," A preliminary randomized controlled trial of a nurse-delivered medication adherence intervention among HIV-positive outpatients initiating antiretroviral therapy in Beijing, China",2011," AIDS and behavior",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,51,1,0,0,0,0,0,0,1,NA,1,0,"medication adherence",1,1,0,0,"counseling to improve skills.  Electronic reminder - opportunity?",1,"counseling +/- treatment partner.  Reminder with electronic device (audible alarm at pre-set dosing time).  Intervention delivered at time of treatment initiation.",1,1,1,1,1,0,1,0,0,0,NA,0,0,0,0,1,"Adherence behavior evaluated using MEMS.",0,"Counseling +/- treatment partner + reminder",TRUE,2,"Individuals - patients","1;31;35",NA
"154",502,"Sinha"," Early versus delayed initiation of antiretroviral therapy for Indian HIV-Infected individuals with tuberculosis on antituberculosis treatment",2012,NA,NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"efficacy study",FALSE,NA,NA,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA
"155",503,"Talisuna-Alamo"," Socioeconomic support reduces nonretention in a comprehensive, community-based antiretroviral therapy program in Uganda",2012," J Acquir Immune Defic Syndr",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",504,"Thielman"," Cost-effectiveness of free HIV voluntary counseling and testing through a community-based AIDS service organization in Northern Tanzania",2006," Am J Public Health",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",505,"Uwimana"," Community-based intervention to enhance provision of integrated TB-HIV and PMTCT services in South Africa",2013," Int J Tuberc Lung Dis",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,TRUE,NA,NA,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"158",506,"Uzma"," Efficacy of Interventions for Improving Antiretroviral Therapy Adherence in HIV/AIDS Cases at PIMS, Islamabad",2011," J Int Assoc Physicians AIDS Care (Chic)",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,40,1,0,0,0,0,0,0,1,NA,1,0,"pill adherence",1,1,0,1,"Intervention empowered patients to select his/her own dosing schedule (C - knowledge/skills development) and implemented motivational phone reminders.",1,"counseling to encourage patients to select their own dosing schedule, phone reminders.  Not clear who makes the calls, their frequency or timing.",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,"behavior outcome (adherence) is based on self-report",1,"patient involvement, phone reminder",TRUE,2,"Individuals - patients","1;2;35",NA
"159",507,"Wang"," Effects of nurse-delivered home visits combined with telephone calls on medication adherence and quality of life in HIV-infected heroin users in Hunan of China",2010," Journal of clinical nursing",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,38,1,0,0,0,0,0,0,1,NA,1,0,"take ARVs",1,1,1,1,"C - adherence knowledge and skills development; O - support from family; M - encouragement by nurses",1,"home visits and phone calls to conduct counseling.  Detailed list of activities provided.  Visits/calls were semi-structured by design, thus dose is difficult to determine.  Temporality is not reported beyond that patients on ART for any duration were tar",1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,"Behavioral outcome is self-reported adherence - not objective.",1,"nurse-delivered home visits + phone calls",TRUE,2,"Individuals - patients","1;2;25;31",NA
"160",508,"Wanyenze"," Abbreviated HIV counselling and testing and enhanced referral to care in Uganda: A factorial randomised controlled trial",2013," The Lancet Global Health",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,36,1,0,1,0,1,0,0,0,NA,1,0,"link, initiate CTX/ART",1,1,1,1,"C - introduce patient to clinic staff, improving knowledge of clinic procedures; O - counseling to address barriers to linkage/initiation, facilitate disclosure to supports; M - reminder",1,"Enhanced vs standard linkage (note, the study also evaluates enhanced vs abbreviated counseling, but this portion of the factorial design is not relevant to the cascade)",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,NA,1,"Enhanced linkage - case management & referral",TRUE,2,"Individuals - patients","1;24;35",NA
"161",509,"Webster"," Using quality improvement to accelerate highly active antiretroviral treatment coverage in South Africa",2012," BMJ Qual Saf",NA,"Journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,31,1,1,0,0,1,0,0,0,NA,1,1,"Get clinics to assess performance and develop interventions to improve HIV services",0,0,0,0,"Staff were hired and charged with training clinic staff on QI procedures, but unclear what COM components were targeted to influence adoption of QI measures at the clinic level",1,"Specified QI procedures.  Dose not clear enough to give credit.  Temporality somewhat specified, including timing of different intervention components relative to one another.",1,0,1,1,0,0,0,0,0,1,"Sustainability is partially reported in that the number of clinics continuing QI activities at the end of the study is given.  The key gap here is that adoption is not reported.",0,0,0,0,0,NA,1,"Quality improvement",TRUE,4,"Organizations","13;14;15",NA
